,lot,am_or_pm,browser_info,company,credit_card,cc_exp_date,cc_security_code,cc_provider,job,ip_address,language,purchase_price
9220,59 Yk,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7; rv:1.9.5.20) Gecko/2012-11-11 09:51:16 Firefox/3.6.16,"Booth, Ellis and Stark",6011988364826552,07/18,965,JCB 16 digit,"Horticulturist, commercial",147.27.211.141,es,22.01
9221,82 AG,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),Henson Ltd,501823262271,04/23,21,JCB 15 digit,English as a foreign language teacher,252.215.144.91,el,51.22
9222,09 hz,AM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.45.6 (KHTML, like Gecko) Version/5.0.5 Safari/531.45.6","Johnson, Hunt and Graham",676192578117,08/20,276,VISA 16 digit,Therapeutic radiographer,172.90.131.85,fr,36.3
9223,75 ZO,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-12-31 03:41:21 Firefox/3.6.20,Collins-Butler,30502478682056,05/20,900,JCB 15 digit,Museum education officer,11.103.19.69,pt,88.26
9224,41 zp,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),Schwartz-Williams,180085927768120,11/17,969,American Express,Occupational therapist,65.129.246.154,zh,79.08
9225,98 Tv,AM,Mozilla/5.0 (Windows NT 5.1; it-IT; rv:1.9.0.20) Gecko/2015-01-20 02:26:44 Firefox/3.6.13,Burns-Hall,3158869232263915,03/23,522,Voyager,Television floor manager,99.175.42.87,el,85.52
9226,31 hc,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),"Strickland, Smith and Johnson",4593627044310451,09/19,5174,VISA 13 digit,"Surveyor, mining",51.130.58.86,fr,35.96
9227,44 dT,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),"Gray, Garcia and Beck",676375653711,01/19,528,Diners Club / Carte Blanche,Newspaper journalist,46.81.190.34,de,1.17
9228,37 ce,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-07-10 03:04:59 Firefox/13.0,"Andersen, May and Rogers",30079473462248,09/22,913,JCB 15 digit,Quantity surveyor,52.0.137.46,en,84.43
9229,02 rL,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/5.0.4 Safari/531.38.1",Owens Inc,4105875701585813,08/23,381,Diners Club / Carte Blanche,"Teacher, special educational needs",25.215.193.206,de,71.92
9230,87 Lz,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8 rv:5.0; sl-SI) AppleWebKit/533.1.4 (KHTML, like Gecko) Version/4.0.5 Safari/533.1.4",Boyd Group,4690315176556,01/18,39,Mastercard,Adult nurse,127.237.26.91,en,91.56
9231,34 MG,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/15.0.814.0 Safari/5311",Greene Ltd,4054708526143,08/19,407,VISA 16 digit,Architectural technologist,187.220.168.51,zh,96.98
9232,01 tD,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/15.0.880.0 Safari/5350","Kim, Harris and Arnold",4898875846837682,02/23,267,VISA 16 digit,"Therapist, occupational",36.18.249.161,el,41.12
9233,25 cN,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; it-IT) AppleWebKit/532.23.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.23.4",Phillips Group,4367083157104980,12/25,333,Mastercard,"Therapist, occupational",171.148.76.3,es,13.38
9234,54 mC,PM,Opera/8.89.(X11; Linux x86_64; it-IT) Presto/2.9.182 Version/12.00,"Roman, Gordon and Navarro",5542505953537844,05/17,7408,VISA 16 digit,Race relations officer,20.168.212.141,es,87.93
9235,88 Vt,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.3.20) Gecko/2012-11-26 03:54:32 Firefox/3.8,"Jacobson, Warren and Larsen",30036286527682,12/18,5210,JCB 15 digit,Public librarian,21.10.227.126,de,9.2
9236,86 BR,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1),"Richardson, Marquez and Kane",4165673531924,11/19,542,VISA 16 digit,"Teacher, secondary school",191.175.119.122,zh,72.49
9237,77 Go,PM,Opera/8.45.(X11; Linux x86_64; it-IT) Presto/2.9.164 Version/11.00,"Lopez, Kim and Trujillo",3112791116552897,04/19,73,Diners Club / Carte Blanche,Press sub,149.229.210.89,es,40.31
9238,23 Yr,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),"Barnes, Carter and Parker",4673378045597703,12/20,923,JCB 15 digit,Theatre stage manager,65.222.11.165,fr,29.15
9239,26 tm,PM,Opera/8.93.(Windows NT 4.0; en-US) Presto/2.9.161 Version/11.00,Kaufman Group,374329336734190,04/17,90,JCB 15 digit,Air cabin crew,18.24.35.59,pt,81.34
9240,45 MG,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2015-06-08 06:47:41 Firefox/3.8,Powers-Young,6011950027654045,12/16,268,VISA 13 digit,"Psychologist, educational",190.26.138.70,es,99.61
9241,37 Jw,AM,Opera/9.23.(X11; Linux i686; en-US) Presto/2.9.173 Version/12.00,"Brown, Rodriguez and Chapman",675970851811,09/22,5973,JCB 16 digit,Solicitor,194.65.250.175,en,90.8
9242,13 TA,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.34.1 (KHTML, like Gecko) Version/5.0.2 Safari/534.34.1",Hanna Inc,589393887122,11/18,426,Voyager,Social researcher,123.114.244.181,fr,58.18
9243,77 Gy,AM,Opera/8.49.(X11; Linux i686; sl-SI) Presto/2.9.189 Version/12.00,Davis-Marquez,4586058517488534,09/23,150,JCB 16 digit,Surgeon,80.174.136.90,de,31.49
9244,26 uL,PM,Opera/9.97.(Windows NT 5.1; en-US) Presto/2.9.164 Version/12.00,Bryant-Baldwin,4665449360313875,01/22,984,JCB 15 digit,Quality manager,58.181.187.110,it,36.26
9245,83 ow,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0),Duran LLC,3337155464063825,03/26,31,VISA 16 digit,"Scientist, product/process development",206.23.224.19,fr,86.72
9246,25 OZ,AM,Opera/8.22.(X11; Linux i686; en-US) Presto/2.9.178 Version/12.00,"Smith, Nelson and Cline",5555663549485152,06/23,294,American Express,Medical technical officer,156.123.66.156,it,91.57
9247,50 Oo,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),Williams PLC,561246782438,12/23,512,Maestro,"Lighting technician, broadcasting/film/video",185.72.192.60,pt,89.34
9248,33 ED,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-07-08 19:20:20 Firefox/3.8,Mayer-Jacobs,342287865803456,04/22,776,JCB 15 digit,"Engineer, biomedical",199.21.18.8,pt,53.94
9249,88 ND,AM,Mozilla/5.0 (Windows 98; Win 9x 4.90; it-IT; rv:1.9.2.20) Gecko/2012-04-24 17:47:06 Firefox/3.8,Myers PLC,210013565597332,08/23,782,JCB 15 digit,Wellsite geologist,99.211.19.154,el,22.84
9250,77 hf,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9) AppleWebKit/5331 (KHTML, like Gecko) Chrome/15.0.859.0 Safari/5331",Burton and Sons,4567491843812221,11/19,760,VISA 16 digit,Consulting civil engineer,12.206.146.216,pt,4.66
9251,39 xd,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.891.0 Safari/5310",Calhoun-Horton,869980270394177,06/25,224,Diners Club / Carte Blanche,Water engineer,104.248.64.166,en,86.95
9252,58 ak,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.1),Campbell-Jimenez,869941601902542,08/22,6881,VISA 16 digit,Haematologist,195.16.101.33,ru,78.21
9253,28 TJ,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/4.0.5 Safari/535.37.5",Baker-Phillips,344565452496430,01/20,7930,VISA 16 digit,Counsellor,248.245.218.49,pt,45.54
9254,39 xe,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Macdonald-Randolph,639036505316,01/24,609,JCB 15 digit,Dancer,116.97.188.79,de,67.34
9255,17 Pm,PM,Opera/8.46.(Windows 95; it-IT) Presto/2.9.187 Version/10.00,Wang Group,3158399879739696,06/23,195,Maestro,"Engineer, biomedical",100.201.66.84,el,15.93
9256,52 Ns,PM,Opera/8.25.(X11; Linux i686; en-US) Presto/2.9.168 Version/10.00,"Foster, Anderson and Novak",210038269171407,12/20,4667,American Express,Technical sales engineer,127.220.138.27,es,59.78
9257,64 ZZ,AM,Opera/9.53.(X11; Linux i686; en-US) Presto/2.9.181 Version/11.00,"Hayes, Miller and Li",4540431334348246,11/17,800,Voyager,"Producer, television/film/video",45.52.21.15,en,91.16
9258,90 ZV,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),"Shaw, Vaughan and Taylor",4886670662557884,09/21,934,JCB 16 digit,Broadcast journalist,113.79.124.78,ru,85.66
9259,48 Ht,PM,Opera/8.87.(X11; Linux i686; sl-SI) Presto/2.9.163 Version/11.00,"Parsons, Jones and Webb",4313201981100,12/20,465,VISA 16 digit,"Engineer, land",244.228.193.219,it,17.72
9260,86 sD,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),"Fernandez, Gates and Joseph",3337444284961974,12/19,895,Discover,Field seismologist,145.219.76.35,el,83.28
9261,38 MS,AM,Opera/9.55.(X11; Linux i686; en-US) Presto/2.9.187 Version/10.00,"Martinez, Neal and Mitchell",3088489092880412,07/21,70,VISA 16 digit,Ecologist,135.197.29.151,en,97.84
9262,22 WS,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),"Rodriguez, Clarke and Baker",4333992730302781,04/26,5552,Maestro,Podiatrist,30.45.80.212,es,63.18
9263,20 HF,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2 rv:2.0; sl-SI) AppleWebKit/533.8.1 (KHTML, like Gecko) Version/4.0.3 Safari/533.8.1",Carr-Woods,377366581638517,11/25,8591,VISA 16 digit,"Development worker, community",40.140.221.6,de,79.09
9264,83 yk,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7; rv:1.9.2.20) Gecko/2012-03-11 21:26:29 Firefox/6.0,Morales-Melendez,630401283795,12/19,186,VISA 16 digit,Volunteer coordinator,223.107.11.13,pt,9.03
9265,41 oZ,AM,Opera/8.77.(X11; Linux x86_64; it-IT) Presto/2.9.183 Version/10.00,Austin LLC,30148735561244,10/21,562,VISA 16 digit,Magazine journalist,98.236.24.161,el,76.75
9266,45 Qb,AM,Opera/9.47.(X11; Linux i686; it-IT) Presto/2.9.184 Version/11.00,"Cooper, Smith and Montgomery",4189045703292,05/22,200,Maestro,Estate manager/land agent,15.169.168.117,es,65.59
9267,76 kq,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2015-01-30 22:21:26 Firefox/3.6.14,James PLC,3088814691099009,05/18,8689,Mastercard,Higher education lecturer,186.210.226.128,en,23.93
9268,12 eP,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.4.20) Gecko/2015-12-18 03:32:45 Firefox/14.0,"Sanchez, Mays and Garcia",30483431777087,07/24,227,Discover,Magazine journalist,92.135.149.92,en,40.98
9269,80 TL,AM,"Mozilla/5.0 (Windows CE) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.835.0 Safari/5331","Johnston, Santiago and Cox",210038022215491,01/17,207,Voyager,Mudlogger,180.233.145.209,zh,24.61
9270,40 nq,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),Martin-Walters,5552263745737325,01/26,571,JCB 16 digit,Television production assistant,29.162.138.250,pt,82.09
9271,78 OA,AM,Mozilla/5.0 (Windows 95; en-US; rv:1.9.1.20) Gecko/2010-03-08 20:34:09 Firefox/3.6.5,Jackson Inc,6011050998710924,06/26,396,Mastercard,"Therapist, music",75.84.117.27,pt,45.51
9272,21 qW,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2014-01-05 14:12:15 Firefox/10.0,Rivera-Evans,180007942947166,06/23,896,Diners Club / Carte Blanche,Dancer,73.96.242.88,el,89.99
9273,90 cP,AM,"Mozilla/5.0 (Windows 98) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.844.0 Safari/5311","Williams, Page and Kline",4382615415374383,01/26,245,JCB 16 digit,"Surveyor, commercial/residential",18.30.186.0,pt,69.42
9274,64 gD,AM,"Mozilla/5.0 (Windows 98) AppleWebKit/5320 (KHTML, like Gecko) Chrome/15.0.833.0 Safari/5320","Perez, Allison and Benton",4370286582233218,12/17,552,VISA 16 digit,"Civil engineer, contracting",217.75.246.50,ru,23.98
9275,27 xK,PM,"Mozilla/5.0 (Windows 95) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.808.0 Safari/5341","Fox, Schneider and Thornton",869902284894398,08/22,147,JCB 15 digit,Retail manager,48.255.230.6,fr,28.86
9276,11 wP,PM,Mozilla/5.0 (Windows NT 5.1; en-US; rv:1.9.0.20) Gecko/2011-11-18 00:16:50 Firefox/3.8,Herman-Wong,3528420732118663,03/23,128,VISA 16 digit,"Geologist, wellsite",92.130.104.37,de,89.82
9277,17 VR,PM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.837.0 Safari/5361",Carr Group,6011563772722642,06/24,610,American Express,Newspaper journalist,40.42.31.124,it,86.05
9278,02 bz,AM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.32.5 (KHTML, like Gecko) Version/4.0.2 Safari/531.32.5",Cruz-Collier,502094646341,06/22,990,JCB 16 digit,Building control surveyor,16.9.218.122,de,55.64
9279,61 sM,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.0),Rodriguez-Davis,30154896012597,02/18,876,Mastercard,"Investment banker, corporate",254.141.230.38,zh,63.33
9280,80 zy,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5311 (KHTML, like Gecko) Chrome/15.0.830.0 Safari/5311",Davis LLC,4971188184309607,10/20,802,Maestro,Armed forces technical officer,35.202.117.127,fr,2.02
9281,06 Of,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.848.0 Safari/5330","Duncan, Johnson and Ward",4841049960718015,02/20,1904,VISA 16 digit,"Psychotherapist, dance movement",249.27.254.193,en,34.12
9282,11 UW,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.0),"Hartman, Jones and Smith",180069211390916,08/20,709,JCB 16 digit,Advertising art director,223.186.12.122,es,94.79
9283,76 pP,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-09-20 16:14:53 Firefox/9.0,"Green, Brown and Hudson",4291091814009550,11/25,6186,VISA 16 digit,Educational psychologist,170.186.182.14,de,2.33
9284,09 MB,AM,Mozilla/5.0 (Windows NT 5.2; it-IT; rv:1.9.2.20) Gecko/2011-07-16 00:25:59 Firefox/3.8,Price and Sons,6011345162347051,11/19,756,JCB 15 digit,Acupuncturist,165.145.186.249,zh,19.71
9285,78 so,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sl-SI) AppleWebKit/535.6.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.6.4",Morgan Inc,869967235181310,04/18,738,American Express,Sports development officer,152.223.125.201,ru,87.78
9286,62 ld,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; en-US) AppleWebKit/531.26.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.26.1",Ellis-Gillespie,180038854653013,01/24,506,JCB 16 digit,Exercise physiologist,11.246.176.174,de,76.26
9287,83 mt,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.856.0 Safari/5342",Branch Ltd,3112119871373632,08/26,150,JCB 15 digit,Accounting technician,197.160.56.158,pt,69.47
9288,04 jF,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),"Potts, Roberts and Molina",675977860385,10/21,598,Diners Club / Carte Blanche,Insurance account manager,251.232.120.120,es,49.11
9289,13 Cs,PM,Opera/8.87.(Windows NT 4.0; sl-SI) Presto/2.9.189 Version/11.00,Flores-Brock,869905770266781,07/17,441,Mastercard,Insurance claims handler,30.76.108.186,it,65.42
9290,04 mJ,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8) AppleWebKit/5331 (KHTML, like Gecko) Chrome/15.0.862.0 Safari/5331",Barber-Callahan,30183722006523,10/24,838,Maestro,Landscape architect,186.151.183.131,fr,41.25
9291,21 Sf,AM,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5332 (KHTML, like Gecko) Chrome/15.0.888.0 Safari/5332",Johnson LLC,4945726581955499,01/23,143,JCB 16 digit,Legal executive,194.180.249.156,it,25.84
9292,27 oz,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),Noble-Martin,4741134835626774,07/21,156,VISA 13 digit,"Geologist, wellsite",130.39.59.132,en,81.75
9293,16 Zk,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; en-US) AppleWebKit/534.34.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.34.4","Miranda, Long and Gonzalez",180060323334454,09/19,335,Maestro,"Scientist, research (physical sciences)",49.145.155.68,pt,30.56
9294,20 mr,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.30.2 (KHTML, like Gecko) Version/5.0 Safari/534.30.2",Adams PLC,3112732830276413,06/17,68,VISA 16 digit,Insurance risk surveyor,90.222.56.212,es,65.87
9295,00 QL,AM,Opera/8.56.(Windows NT 6.0; it-IT) Presto/2.9.183 Version/12.00,"Robertson, Bowers and Taylor",4176229366202,09/24,2987,American Express,Hydrologist,81.166.250.217,zh,2.76
9296,24 ad,AM,Mozilla/5.0 (Windows CE; it-IT; rv:1.9.2.20) Gecko/2015-06-01 12:10:32 Firefox/3.6.10,"Chan, Torres and Lin",180048977310797,04/26,625,Discover,"Surveyor, land/geomatics",84.233.21.20,el,79.36
9297,24 Zf,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1),Brown PLC,30523287595727,03/19,2505,Mastercard,"Scientist, research (life sciences)",86.78.219.254,fr,95.07
9298,67 Mi,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2; rv:1.9.3.20) Gecko/2014-03-21 02:11:48 Firefox/3.8,King-Mcpherson,3528148522480908,03/20,637,American Express,Science writer,1.159.228.81,it,10.56
9299,39 SE,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5362 (KHTML, like Gecko) Chrome/13.0.856.0 Safari/5362","Avila, Flores and Brock",30203289804670,09/24,8556,Voyager,Paramedic,27.17.13.54,pt,42.48
9300,89 YO,PM,Opera/8.91.(Windows CE; it-IT) Presto/2.9.163 Version/12.00,Johnson-Marshall,3528253281676975,07/26,6081,JCB 16 digit,Art therapist,149.63.58.245,es,20.26
9301,96 is,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.48.3 (KHTML, like Gecko) Version/4.0.2 Safari/533.48.3",Hernandez-Flores,6011063526677184,08/17,170,VISA 16 digit,"Engineer, technical sales",203.109.222.222,es,88.23
9302,96 uI,PM,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.837.0 Safari/5320",Leach-Baker,4812490020228279,12/25,41,JCB 16 digit,Hydrologist,83.143.219.226,de,47.53
9303,47 KA,AM,Opera/8.75.(X11; Linux i686; it-IT) Presto/2.9.174 Version/10.00,Adkins and Sons,869965877756969,08/19,433,American Express,Brewing technologist,17.192.129.100,fr,38.96
9304,67 KQ,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.30.7 (KHTML, like Gecko) Version/4.0 Safari/532.30.7",Brandt Group,372241203432638,11/20,388,JCB 16 digit,"Administrator, arts",237.181.234.3,it,4.95
9305,37 lO,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2016-02-24 02:50:12 Firefox/13.0,"Stevens, Lee and Moore",3337948242225850,09/23,154,JCB 16 digit,Agricultural engineer,253.238.124.56,fr,72.32
9306,00 BN,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7 rv:4.0; it-IT) AppleWebKit/532.29.4 (KHTML, like Gecko) Version/4.0 Safari/532.29.4",Hood-Hall,3528475616697737,06/20,490,VISA 16 digit,Acupuncturist,35.79.230.154,pt,91.08
9307,07 JJ,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/13.0.824.0 Safari/5320",Callahan PLC,3112327014686790,09/20,987,Voyager,Equality and diversity officer,46.9.139.9,it,8.5
9308,40 uz,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.896.0 Safari/5351",Gomez-Bray,3088077602862325,02/20,883,American Express,"Restaurant manager, fast food",107.184.247.112,de,27.91
9309,05 Rj,PM,Opera/8.17.(Windows 95; sl-SI) Presto/2.9.182 Version/10.00,Rojas-King,30335138922079,02/21,835,Voyager,Warehouse manager,212.59.127.9,ru,48.41
9310,15 dE,PM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.876.0 Safari/5310",Williams-Rivera,4736873393332047,08/22,175,JCB 15 digit,Agricultural engineer,209.204.155.22,pt,34.43
9311,36 GS,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5; rv:1.9.5.20) Gecko/2015-12-23 11:51:37 Firefox/13.0,"Bond, Church and Hawkins",676251792591,10/20,177,JCB 16 digit,"Conservator, museum/gallery",137.192.206.154,fr,42.21
9312,20 TI,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:3.0; en-US) AppleWebKit/534.26.2 (KHTML, like Gecko) Version/4.0.5 Safari/534.26.2",Cunningham PLC,210077545417176,07/17,254,Discover,Estate manager/land agent,85.124.88.134,es,32.54
9313,59 Eh,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),Taylor-Smith,3112559647095839,07/23,560,Maestro,Arboriculturist,255.89.85.92,el,98.14
9314,19 oM,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7 rv:2.0; en-US) AppleWebKit/535.18.2 (KHTML, like Gecko) Version/4.0.5 Safari/535.18.2",Barnes Group,5238741608291359,12/25,637,Mastercard,"Presenter, broadcasting",102.13.179.244,it,16.29
9315,87 pV,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4; rv:1.9.2.20) Gecko/2013-01-07 20:18:14 Firefox/5.0,Holland PLC,180007884904985,01/19,168,Voyager,Transport planner,83.125.57.103,de,96.97
9316,98 Cx,PM,Opera/8.37.(Windows NT 5.2; en-US) Presto/2.9.165 Version/10.00,"Rodriguez, Hamilton and Fields",6011341403733126,08/20,928,JCB 16 digit,Brewing technologist,221.110.167.193,pt,47.91
9317,61 SV,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),"Hunt, King and Mcfarland",6011294657063718,12/25,520,JCB 15 digit,Volunteer coordinator,18.238.192.32,es,58.41
9318,44 BF,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0),Gordon-Jacobs,6011701376208796,06/25,726,JCB 16 digit,Systems analyst,201.71.245.46,zh,21.01
9319,55 aS,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sl-SI) AppleWebKit/534.14.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.14.4",Knight and Sons,4836972817102801,08/25,354,VISA 16 digit,Information officer,151.101.213.88,it,1.07
9320,40 EV,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Melton LLC,4270685037745216,11/23,602,Mastercard,"Scientist, audiological",241.82.124.112,de,77.77
9321,08 We,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),Ferguson and Sons,371869964812159,04/26,843,JCB 16 digit,"Investment banker, operational",71.167.80.37,de,93.04
9322,44 SC,AM,Opera/9.36.(Windows CE; it-IT) Presto/2.9.186 Version/11.00,"Bird, Davis and Gonzalez",3337628034498036,10/21,528,American Express,Technical author,200.8.187.13,es,52.54
9323,21 SZ,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7 rv:5.0; en-US) AppleWebKit/532.10.3 (KHTML, like Gecko) Version/5.1 Safari/532.10.3","Turner, Cortez and Barr",30201068694882,11/19,517,Mastercard,Veterinary surgeon,42.164.75.174,en,8.21
9324,30 Cu,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Ward-Nelson,676367299523,07/18,138,Voyager,Field seismologist,167.211.30.63,pt,80.6
9325,79 kW,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.50.4 (KHTML, like Gecko) Version/5.0 Safari/533.50.4","Bradley, Roberts and White",676199218642,06/20,9204,Maestro,"Geologist, engineering",228.244.191.100,pt,44.28
9326,85 vZ,PM,Opera/9.51.(X11; Linux x86_64; it-IT) Presto/2.9.182 Version/11.00,Lopez-Goodwin,3112021945795552,09/20,143,Mastercard,Freight forwarder,83.172.67.118,fr,36.05
9327,37 FC,AM,Opera/8.14.(X11; Linux x86_64; sl-SI) Presto/2.9.177 Version/10.00,Clark-Robinson,30050175409365,11/20,819,VISA 16 digit,Landscape architect,96.248.3.143,ru,89.3
9328,57 wJ,PM,Opera/9.73.(Windows NT 6.0; it-IT) Presto/2.9.173 Version/12.00,"Phillips, Collins and Maxwell",3528009506524105,03/19,653,Maestro,"Engineer, automotive",11.183.112.238,es,79.62
9329,76 rL,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:2.0; sl-SI) AppleWebKit/535.36.6 (KHTML, like Gecko) Version/4.1 Safari/535.36.6","Sanchez, Wallace and Lopez",372747486775386,05/18,267,Diners Club / Carte Blanche,Youth worker,192.233.71.87,en,93.97
9330,57 Ot,PM,Opera/8.10.(Windows NT 6.1; it-IT) Presto/2.9.173 Version/10.00,"Manning, Barnett and Brown",4881657177121129,01/17,386,VISA 16 digit,Medical illustrator,140.62.185.235,it,5.69
9331,92 FS,PM,Opera/8.57.(X11; Linux i686; en-US) Presto/2.9.173 Version/11.00,Le-Johnson,6011555420376151,05/26,116,JCB 16 digit,Training and development officer,207.163.173.34,en,61.65
